ID,Name,Designer,Link,Description,Image,Materials,Code,Width,Depth,Height,Seat Height
107,Chill-Out,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out/,"Design becomes a system in the Chill-Out project by Gordon Guillaumier. Linear geometries lend themselves to many different uses, shape-shifting into",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-04.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,141,144,69,71.0
107,Chill-Out,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out/,"Design becomes a system in the Chill-Out project by Gordon Guillaumier. Linear geometries lend themselves to many different uses, shape-shifting into",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-04.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,141,144,69,71.0
107,Chill-Out,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out/,"Design becomes a system in the Chill-Out project by Gordon Guillaumier. Linear geometries lend themselves to many different uses, shape-shifting into",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-04.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,141,144,69,71.0
107,Chill-Out,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out/,"Design becomes a system in the Chill-Out project by Gordon Guillaumier. Linear geometries lend themselves to many different uses, shape-shifting into",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-Dimensions-04.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,70,74,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,212,214,69,121.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,141,144,69,121.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,141,144,69,121.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,141,144,69,121.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",Cod.,70,74,69,121.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,70,74,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,70,74,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,141,144,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,141,144,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,141,144,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,212,214,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,212,214,69,71.0
108,Chill-Out High,Gordon Guillaumier,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/chill-out-high/,"When beauty is designed to go beyond the limits, over and above the standards of comfort and functionality, to further improve and inspire. Chill-Out High",https://www.tacchini.it/wp-content/uploads/2017/11/Chill-Out-High-26.svg,"Internal frame: poplar plywood 18 mm thick with metal frame with elastic belts.; Padding: differentiated-density polyurethane foam.; Base: tubular metal base Ø 16 mm, available chromed or powder-coated painted.; Upholstery: non removable cover.; Base:; Top:",High,212,214,69,71.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,69.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,39.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,69.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,39.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,69.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,39.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,69.0
109,Polar,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar/,"Polar is a seating system inspired by the icebergs of the northern seas. Its components all feature solid volumes and oblique lines, which can be combined",https://www.tacchini.it/wp-content/uploads/2017/11/Polar-36.svg,"Internal frameSeat frame: poplar plywood 18mm thick with elastic belts, with fiberboard timber lateral frame. Back frame: cold foam with metal inserts.; PaddingSeat: cold foam, with lateral covering with polyurethane foam. Back: cold foam.; Base: aluminium feet.",Cod.,234,234,107,39.0
110,Polar Perch,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar-perch/,"An ingenious design with many different perspectives, it intelligently interprets the uniqueness and needs of an increasingly mobile and multi-faceted",https://www.tacchini.it/wp-content/uploads/2017/11/PolarPerch-46.svg,"Internal frame: poplar plywood 18 mm thick + cold polyurethane foam + fiberboard timber.; Padding: cold foam.; Connection plate: steel plate 10 mm, 360 mm long, with rubber base 4 mm thick and two steel tubes diameter 30 mm.; Base: die-cast aluminium feet.; Upholstery: non removable cover.",Cod.,220,220,79,70.0
110,Polar Perch,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/polar-perch/,"An ingenious design with many different perspectives, it intelligently interprets the uniqueness and needs of an increasingly mobile and multi-faceted",https://www.tacchini.it/wp-content/uploads/2017/11/PolarPerch-46.svg,"Internal frame: poplar plywood 18 mm thick + cold polyurethane foam + fiberboard timber.; Padding: cold foam.; Connection plate: steel plate 10 mm, 360 mm long, with rubber base 4 mm thick and two steel tubes diameter 30 mm.; Base: die-cast aluminium feet.; Upholstery: non removable cover.",Cod.,207,207,84,5.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,250,250,250,42.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,250,250,250,42.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,250,250,250,42.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,300,300,98,42.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,400,400,98,42.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,300,300,49,42.0
111,Galleria,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/galleria/,"Galleria is a complete design with the versatility to create a vast range of different solutions: a linear bench, a double corner seat, an island perfect",https://www.tacchini.it/wp-content/uploads/2017/11/Galleria-33.svg,Frame: modular system benches in solid ash wood mm 49.; Padding: differentiated - density polyurethane foam.; Base: tee steel beam linked to 10 mm steel blade or steel drum leg. Powder-coated painted.; Upholstery: non removable cover.; Table: steel top table mounted to beam.; Occasional side table: honeycomb ash wood lacquered.; Base:; Top:,Cod.,400,400,250,42.0
112,Stone,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/stone/,"The dramatic allure of shapes sculpted by nature, unbelievably transformed into modular seating elements featuring sleek, rounded lines beautifully",https://www.tacchini.it/wp-content/uploads/2017/11/StoneH-75.svg,Internal frame: poplar plywood 18 mm with elastic belts.; Padding: differentiated - density polyurethane foam.; Upholstery: non removable cover. Possibility of combining different fabrics or fabrics and leathers for the back and the seat.; Feet: painted or chromed aluminium feet.; Base:,Cod.,200,200,200,73.0
112,Stone,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/stone/,"The dramatic allure of shapes sculpted by nature, unbelievably transformed into modular seating elements featuring sleek, rounded lines beautifully",https://www.tacchini.it/wp-content/uploads/2017/11/StoneH-75.svg,Internal frame: poplar plywood 18 mm with elastic belts.; Padding: differentiated - density polyurethane foam.; Upholstery: non removable cover. Possibility of combining different fabrics or fabrics and leathers for the back and the seat.; Feet: painted or chromed aluminium feet.; Base:,Cod.,230,230,230,73.0
112,Stone,PearsonLloyd,https://www.tacchini.it/en/https://www.tacchini.it/en/public-spaces-seating-and-modular-systems/stone/,"The dramatic allure of shapes sculpted by nature, unbelievably transformed into modular seating elements featuring sleek, rounded lines beautifully",https://www.tacchini.it/wp-content/uploads/2017/11/StoneH-75.svg,Internal frame: poplar plywood 18 mm with elastic belts.; Padding: differentiated - density polyurethane foam.; Upholstery: non removable cover. Possibility of combining different fabrics or fabrics and leathers for the back and the seat.; Feet: painted or chromed aluminium feet.; Base:,Cod.,120,120,238,112.0
113,Pigreco The Blue Window,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/limited-edition/pigreco-the-blue-window/,"The new limited edition, The Blue Window, comes in a special finish chosen by the architect Tobia Scarpa, in a limited edition series of 100 exclusive",https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Pigreco.svg,"Internal structure: 18 mm poplar plywood, with elastic straps.; Padding: polyurethane foam in different densities.; Structure: natural stained open pore American walnut, open pore T134 walnut stained ash or open pore T122 anthracite stained ash.; Cover: not removable.; Walnut version; Ashwood version",Cod.,55,55,1,40.0
114,Pigreco Numbered Limited Edition,Tobia Scarpa,https://www.tacchini.it/en/https://www.tacchini.it/en/limited-edition/pigreco-numbered-limited-edition/,"Pigreco is an unparalleled piece of cult design, because it is the fruit of a thought, rather than simply the need to achieve an objective. It is an",https://www.tacchini.it/wp-content/uploads/2022/01/Tacchini-2021-Pigreco.svg,"Internal structure: 18 mm poplar plywood, with elastic straps.; Padding: polyurethane foam in different densities.; Structure: natural stained open pore American walnut, open pore T134 walnut stained ash or open pore T122 anthracite stained ash.; Cover: not removable.; Walnut version; Ashwood version",Cod.,55,55,1,40.0
115,Dana,Jean-Pierre Garrault/Henri Delord,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/dana/,A luminous sphere seems almost suspended in time and space. A metal structure seduces the gaze with its striking simplicity and the boldness of its,https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Drawings-Dana-B.svg,Tubular structure in chromed metal and light source in composite material.,Cod.,1,40,48,267.0
115,Dana,Jean-Pierre Garrault/Henri Delord,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/dana/,A luminous sphere seems almost suspended in time and space. A metal structure seduces the gaze with its striking simplicity and the boldness of its,https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Drawings-Dana-B.svg,Tubular structure in chromed metal and light source in composite material.,Cod.,1,40,48,267.0
116,Lunar,Faye Toogood,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/lunar/,"Lunar form a constellation of scrunchable, glowing lights designed by Faye Toogood. This range of lighting epitomises Toogood’s playful and tactile",https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Lunar-01.svg,Suspension lamp in three sizes made of natural and paper fibers.; LED light body.,Cod.,1,43,60,
116,Lunar,Faye Toogood,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/lunar/,"Lunar form a constellation of scrunchable, glowing lights designed by Faye Toogood. This range of lighting epitomises Toogood’s playful and tactile",https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Lunar-01.svg,Suspension lamp in three sizes made of natural and paper fibers.; LED light body.,Cod.,2,60,85,
116,Lunar,Faye Toogood,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/lunar/,"Lunar form a constellation of scrunchable, glowing lights designed by Faye Toogood. This range of lighting epitomises Toogood’s playful and tactile",https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Lunar-01.svg,Suspension lamp in three sizes made of natural and paper fibers.; LED light body.,Cod.,3,85,120,
117,Doric,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/doric/,Doric is designed by Umberto Bellardi Ricci for Tacchini: a wall light that evokes the Doric columns of classical Greece and is inspired by the designer’s,https://www.tacchini.it/wp-content/uploads/2024/04/Tacchini-Doric.svg,Painted sheet metal wall lamp with led bulbs.; Painted structure:,Cod.,1,40,14,55.0
118,Vertical Nest,Brian Thoreen,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/vertical-nest/,"Soft folds become luminous sculptures that seem to grow naturally. The light diffuses calmly, and blurs perceptions and contours creating an atmosphere of",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Vertical-Nest-01.svg,,Cod.,90,40,40,90.0
118,Vertical Nest,Brian Thoreen,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/vertical-nest/,"Soft folds become luminous sculptures that seem to grow naturally. The light diffuses calmly, and blurs perceptions and contours creating an atmosphere of",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Vertical-Nest-01.svg,,Cod.,140,32,140,
119,Mano Light,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/mano-light/,"A metal sheet, simple and precise folds, a light. Inspired by the gesture of the hand protecting a candle flame, the Mano Light collection is designed as",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Mano-01.svg,Chromed structure:; Painted structure,Cod.,183,40,30,183.0
119,Mano Light,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/mano-light/,"A metal sheet, simple and precise folds, a light. Inspired by the gesture of the hand protecting a candle flame, the Mano Light collection is designed as",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Mano-01.svg,Chromed structure:; Painted structure,Cod.,62,28,20,62.0
120,Fackel,Umberto Bellardi Ricci,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/fackel-light/,"Fackel is the German word for the medieval wall torches that released naked flames on the walls of castles and convents. Inspired by these ancient lamps,",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Fackel.svg,Chromed structure:; Painted structure:,Cod.,191,6,192,
121,Equinox,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/equinox/,"A dense, almost mysterious light is filtered through soft and enveloping materials. Luminosity and transparencies fluctuate, creating repetitions of",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Equinox-02.svg,,Cod.,102,80,102,
121,Equinox,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/equinox/,"A dense, almost mysterious light is filtered through soft and enveloping materials. Luminosity and transparencies fluctuate, creating repetitions of",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Equinox-02.svg,,Cod.,90,65,90,
122,Solstice,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/solstice/,"A dense, almost mysterious light is filtered through soft and enveloping materials. Luminosity and transparencies fluctuate, creating repetitions of",https://www.tacchini.it/wp-content/uploads/2023/04/Tacchini-Solstice.svg,Colors,Cod.,60,40,60,
123,A.D.A.,Umberto Riva,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/a-d-a/,"As envisioned by the great master, Umberto Riva, the A.D.A. lamp takes shape, as often occurs, from other forms. Then, little-by-little, during the design",https://www.tacchini.it/wp-content/uploads/2020/12/ADA.svg,Body:; Lampshape:,Cod.,48,48,51,
124,Alma,Studiopepe,https://www.tacchini.it/en/https://www.tacchini.it/en/tacchiniedizioni/alma/,"Hand-woven natural rattan, cement and bush-hammered limestone meet in this item, in a playful mix. Unusual superimpositions of sources give life to a lamp",https://www.tacchini.it/wp-content/uploads/2022/06/Tacchini-Alma-01.svg,Lampshade:; Structure:; Base,Cod.,52,72,52,5.0
